vessel name,country,vessel_code,is_ulysses,account_type,gl_account,account_type,account_category,pl_mapping_1,pnl_contribution_daily_usd_rounded,Business Date Local,order_account_full_code
,US,PHX-011-01,FALSE,Kitchens (US),534005,,,L3 Expenses,849.6666667,4/1/2024,PHX-011-GW01-US20-534005-65
Demons,US,DEN-011-01,TRUE,Kitchens (US),511005,,,L1 Expenses,22.076,4/1/2024,DEN-011-EK01-US25-511005-11
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,37.65366667,4/1/2024,NYC-035-MF01-US20-537005-16
,US,RHQ-000-51,FALSE,Kitchens (US),615040,,,Non-recurring Costs,57.5,4/1/2024,RHQ-000-HQ51-US20-615040-12
,US,RHQ-000-51,FALSE,Kitchens (US),615040,,,Non-recurring Costs,41.25,4/1/2024,RHQ-000-HQ51-US20-615040-12
,US,RHQ-000-51,FALSE,Kitchens (US),615040,,,Non-recurring Costs,203.2816667,4/1/2024,RHQ-000-HQ51-US20-615040-12
,US,RHQ-000-51,FALSE,Kitchens (US),615040,,,Non-recurring Costs,357.8466667,4/1/2024,RHQ-000-HQ51-US20-615040-12
,GB,LDN-033-01,FALSE,REEF UK,615040,,,Non-recurring Costs,60.21733333,4/1/2024,GB-M25861-GB-XX-RE-2000170-KI-1001365-GB11-D00002-01-615040
,GB,LDN-033-01,FALSE,REEF UK,615040,,,Non-recurring Costs,15.781,4/1/2024,GB-M25861-GB-XX-RE-2000170-KI-1001365-GB11-D00002-01-615040
,GB,LDN-033-01,FALSE,REEF UK,615040,,,Non-recurring Costs,10.79766667,4/1/2024,GB-M25861-GB-XX-RE-2000170-KI-1001365-GB11-D00002-01-615040
,GB,LDN-033-01,FALSE,REEF UK,615040,,,Non-recurring Costs,18.688,4/1/2024,GB-M25861-GB-XX-RE-2000170-KI-1001365-GB11-D00002-01-615040
,GB,LDN-145-01,FALSE,REEF UK,615025,,,Non-recurring Costs,3.53,4/1/2024,GB-M25861-GB-XX-RE-2000280-KI-1000960-GB11-D00002-01-615025
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,49.8,4/1/2024,MIA-049-EK01-US23-511005-21
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,178.2,4/1/2024,MIA-009-EK07-US23-511005-21
,GB,LDN-202-01,FALSE,REEF UK,507010,,,L1 Expenses,3.322333333,4/1/2024,GB-M25861-GB-XX-RE-1524299-KI-1002145-GB11-D00019-07-507010
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,131.8666667,4/1/2024,MIA-009-EK07-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,17.66666667,4/1/2024,MIA-049-EK01-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,15.76666667,4/1/2024,MIA-049-EK01-US23-511005-21
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,126.5,4/1/2024,MIA-009-EK07-US23-511005-21
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,193.9333333,4/1/2024,MIA-009-EK07-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,29.83333333,4/1/2024,MIA-049-EK01-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,79.71933333,4/1/2024,MIA-049-EK01-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,79.20833333,4/1/2024,MIA-049-EK01-US23-511005-21
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,227.4866667,4/1/2024,MIA-009-EK07-US23-511005-21
,US,MIA-044-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,91.21233333,4/1/2024,MIA-044-BR01-US20-615015-65
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,114.6543333,4/1/2024,MIA-009-EK07-US23-511005-21
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,82.76933333,4/1/2024,MIA-049-EK01-US23-511005-21
,US,MIA-037-04,FALSE,Kitchens (US),511005,,,L1 Expenses,60.038,4/1/2024,MIA-037-EK04-US23-511005-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),511005,,,L1 Expenses,102.6203333,4/1/2024,MIA-028-EK01-US23-511005-11
,US,DAL-069-01,FALSE,Kitchens (US),536040,,,L3 Expenses,195.0813333,4/1/2024,DAL-069-IW01-US20-536040-32
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,140.0663333,4/1/2024,MIA-049-EK01-US23-511005-11
,US,DAL-071-01,FALSE,Kitchens (US),515010,,,L1 Expenses,12.13333333,4/1/2024,DAL-071-EK01-US20-515010-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,211.49,4/1/2024,MIA-009-EK07-US23-511005-11
,US,MIN-030-01,FALSE,Kitchens (US),511005,,,L1 Expenses,70.07766667,4/1/2024,MIN-030-EK01-US26-511005-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),511005,,,L1 Expenses,48.926,4/1/2024,MIA-007-EK02-US23-511005-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),515005,,,L1 Expenses,24.357,4/1/2024,TOR-016-EK01-CA22-515005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,129.8116667,4/1/2024,MIA-009-EK07-US23-511005-21
Demons,US,DEN-011-01,TRUE,Kitchens (US),515030,,,L1 Expenses,10.27866667,4/1/2024,DEN-011-BK01-US25-515030-31
,US,DEN-900-01,FALSE,Kitchens (US),535020,,,L3 Expenses,10.27833333,4/1/2024,DEN-900-PK01-US25-535020-12
,US,DEN-002-01,FALSE,Kitchens (US),515005,,,L1 Expenses,15.41666667,4/1/2024,DEN-002-EK01-US25-515005-11
Demons,US,DEN-011-01,TRUE,Kitchens (US),515005,,,L1 Expenses,34.63633333,4/1/2024,DEN-011-BK01-US25-515005-31
,US,DEN-900-01,FALSE,Kitchens (US),535005,,,L3 Expenses,34.63633333,4/1/2024,DEN-900-PK01-US25-535005-12
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515005,,,L1 Expenses,27.13,4/1/2024,MIA-028-EK01-US23-515005-11
,US,MIA-900-01,FALSE,Kitchens (US),535005,,,L3 Expenses,17.799,4/1/2024,MIA-900-PK01-US23-535005-12
,GB,LDN-033-01,FALSE,REEF UK,615025,,,Non-recurring Costs,284.0313333,4/1/2024,GB-M25861-GB-XX-RE-2000170-KI-1001365-GB11-D00002-01-615025
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,515005,,,L1 Expenses,67.02133333,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00002-01-515005
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,515005,,,L1 Expenses,67.02066667,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-515005
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,515005,,,L1 Expenses,38.93633333,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-515005
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,515005,,,L1 Expenses,0,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-515005
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,519025,,,L1 Expenses,0.623,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-519025
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,519025,,,L1 Expenses,0.623,4/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-519025
,CA,TOR-016-01,FALSE,Kitchens (CAN),507005,,,L1 Expenses,13.74233333,4/1/2024,TOR-016-EK01-CA22-507005-55
,CA,TOR-022-01,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,0.890333333,4/1/2024,TOR-022-EK01-CA22-615015-11
,DE,BER-004-01,FALSE,REEF Europe,515005,,,L1 Expenses,57.614,4/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00019-04-515005
,DE,BER-004-01,FALSE,REEF Europe,515005,,,L1 Expenses,57.614,4/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00019-04-515005
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),519015,,,L1 Expenses,0.630333333,4/1/2024,OTT-006-EK01-CA22-519015-11
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,45.50033333,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,32.767,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,36.64866667,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,32.32,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,32.11066667,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,34.44366667,4/1/2024,DAL-045-GT01-US20-515005-65
Athena,US,MIA-112-01,TRUE,Kitchens (US),515010,,,L1 Expenses,6.556,4/1/2024,MIA-112-EK01-US23-515010-11
Stacey,US,MIA-049-01,TRUE,Kitchens (US),515010,,,L1 Expenses,18.055,4/1/2024,MIA-049-EK01-US23-515010-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),520020,,,L2 Expenses,4.166666667,4/1/2024,MIA-009-EK07-US23-520020-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515010,,,L1 Expenses,18.055,4/1/2024,MIA-009-EK07-US23-515010-11
,US,MIA-037-04,FALSE,Kitchens (US),520020,,,L2 Expenses,4.166666667,4/1/2024,MIA-037-EK04-US23-520020-11
,US,MIA-037-04,FALSE,Kitchens (US),515010,,,L1 Expenses,9.833333333,4/1/2024,MIA-037-EK04-US23-515010-11
,US,DAL-045-01,FALSE,Kitchens (US),515005,,,L1 Expenses,33.55933333,4/1/2024,DAL-045-GT01-US20-515005-65
,US,DEN-002-01,FALSE,Kitchens (US),520040,,,L2 Expenses,4.866666667,4/1/2024,DEN-002-EK01-US25-520040-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.833333333,4/1/2024,MIA-007-EK02-US23-515030-11
,CA,OTT-008-01,FALSE,Kitchens (CAN),507005,,,L1 Expenses,24.498,4/1/2024,OTT-008-EK01-CA22-507005-55
,CA,OTT-008-01,FALSE,Kitchens (CAN),507005,,,L1 Expenses,5.746333333,4/1/2024,OTT-008-EK01-CA22-507005-55
,CA,OTT-008-01,FALSE,Kitchens (CAN),614005,,,Non-recurring Costs,164.5783333,4/1/2024,OTT-008-EK01-CA22-614005-11
,US,DEN-002-01,FALSE,Kitchens (US),515030,,,L1 Expenses,0.883,4/1/2024,DEN-002-EK01-US25-515030-11
,US,DEN-002-01,FALSE,Kitchens (US),515030,,,L1 Expenses,0.133,4/1/2024,DEN-002-EK01-US25-515030-11
,US,DEN-002-01,FALSE,Kitchens (US),515030,,,L1 Expenses,0.15,4/1/2024,DEN-002-EK01-US25-515030-11
,US,DEN-002-01,FALSE,Kitchens (US),515030,,,L1 Expenses,0.009333333,4/1/2024,DEN-002-EK01-US25-515030-11
,GB,LDN-005-01,FALSE,REEF UK,537020,,,L3 Expenses,37.22133333,4/1/2024,GB-M25861-GB-XX-RE-2000021-KI-1000328-GB11-D00019-07-537020
,US,DAL-045-01,FALSE,Kitchens (US),520030,,,L2 Expenses,46.05,4/1/2024,DAL-045-GT01-US20-520030-33
,US,MIA-009-08,FALSE,Kitchens (US),614005,,,Non-recurring Costs,25,4/1/2024,MIA-009-EK08-US23-614005-36
,US,MIA-037-04,FALSE,Kitchens (US),614005,,,Non-recurring Costs,25,4/1/2024,MIA-037-EK04-US23-614005-57
,US,DEN-900-01,FALSE,Kitchens (US),534005,,,L3 Expenses,258.2666667,4/1/2024,DEN-900-PK01-US25-534005-12
,US,RHQ-000-51,FALSE,Kitchens (US),615040,,,Non-recurring Costs,395.1,4/1/2024,RHQ-000-HQ51-US20-615040-12
,GB,LDN-202-01,FALSE,REEF UK,507010,,,L1 Expenses,5.101666667,4/1/2024,GB-M25861-GB-XX-RE-1524299-KI-1002145-GB11-D00019-07-507010
Sherni,CA,TOR-028-02,TRUE,Kitchens (CAN),511005,,,L1 Expenses,62.596,4/1/2024,TOR-028-EK02-CA22-511005-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,63.30166667,4/1/2024,TOR-018-EK01-CA22-511005-11
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),515005,,,L1 Expenses,19.81766667,4/1/2024,OTT-006-EK01-CA22-515005-11
