vessel name,country,vessel_code,is_ulysses,account_type,gl_account,account_type,account_category,pl_mapping_1,pnl_contribution_daily_usd_rounded,Business Date Local,order_account_full_code
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,102.6145161,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,235.7016129,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,133.3990323,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,631.0964516,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,133.6551613,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,632.3080645,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,102.8116129,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,GB,FC-1001054,FALSE,REEF UK,611005,,,L4 Expenses,236.1541935,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001054-GB12-D00016-03-611005
,CA,RHQ-000-80,FALSE,Kitchens (CAN),611005,,,L4 Expenses,125.0548387,5/1/2024,RHQ-000-HQ80-CA20-611005-21
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),520020,,,L2 Expenses,2.016129032,5/1/2024,MIA-009-EK07-US23-520020-11
,US,MIA-009-08,FALSE,Kitchens (US),520020,,,L2 Expenses,2.016129032,5/1/2024,MIA-009-EK08-US23-520020-11
,US,MIA-037-04,FALSE,Kitchens (US),520020,,,L2 Expenses,4.032258065,5/1/2024,MIA-037-EK04-US23-520020-11
Newell Ltd,GB,LDN-146-01,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1497196-KI-1001190-GB11-D00019-04-519080
Eesentia,GB,LDN-205-02,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1532113-KI-1001091-GB11-D00019-04-519080
,GB,LDN-202-01,FALSE,REEF UK,536020,,,L3 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1524299-KI-1002145-GB11-D00019-04-536020
N&R Ltd,GB,LDN-261-01,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1552193-KI-1001267-GB11-D00019-04-519080
,GB,LDN-002-01,FALSE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-2000023-KI-1000329-GB11-D00019-04-519080
,GB,MAN-045-01,FALSE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M00010-GB-XX-RE-1540100-KI-1001320-GB11-D00019-04-519080
,GB,LDN-263-01,FALSE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1528649-KI-1001314-GB11-D00019-04-519080
,GB,LDN-276-01,FALSE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1584419-KI-1002087-GB11-D00019-04-519080
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-519080
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-04-519080
Times Square Burger Co,GB,MAN-046-01,TRUE,REEF UK,519080,,,L1 Expenses,4.022580645,5/1/2024,GB-M00010-GB-XX-RE-2157393-KI-1002211-GB11-D00019-04-519080
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,509005,,,L1 Expenses,32.55806452,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-509005
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,509005,,,L1 Expenses,32.23322581,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-509005
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),507010,,,L1 Expenses,8.93,5/1/2024,OTT-006-EK01-CA22-507010-55
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,509005,,,L1 Expenses,32.43870968,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-509005
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,509005,,,L1 Expenses,36.9516129,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-509005
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,509005,,,L1 Expenses,41.74387097,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-04-509005
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),515005,,,L1 Expenses,21.41548387,5/1/2024,TOR-010-EK01-CA22-515005-11
,GB,LDN-005-01,FALSE,REEF UK,511005,,,L1 Expenses,34.24032258,5/1/2024,GB-M25861-GB-XX-RE-2000021-KI-1000328-GB11-D00019-07-511005
Mamtas Kitchen Ltd,GB,LDN-029-01,TRUE,REEF UK,511005,,,L1 Expenses,99.71322581,5/1/2024,GB-M25861-GB-XX-RE-2000169-KI-1001364-GB11-D00019-07-511005
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,511005,,,L1 Expenses,38.91322581,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-511005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,511005,,,L1 Expenses,166.2180645,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-07-511005
,GB,FC-1000052,FALSE,REEF UK,611005,,,L4 Expenses,82.53,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1000052-GB10-D00015-03-611005
,CA,RHQ-000-54,FALSE,Kitchens (CAN),537010,,,L3 Expenses,103.5690323,5/1/2024,RHQ-000-HQ54-CA20-537010-31
Creatures,US,DEN-011-02,TRUE,Kitchens (US),511005,,,L1 Expenses,40.89322581,5/1/2024,DEN-011-EK02-US25-511005-11
Demons,US,DEN-011-01,TRUE,Kitchens (US),511005,,,L1 Expenses,111.3083871,5/1/2024,DEN-011-EK01-US25-511005-11
,DE,GER-004-01,FALSE,REEF Europe,509005,,,L1 Expenses,44.27709677,5/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00002-01-509005
,DE,GER-004-01,FALSE,REEF Europe,509005,,,L1 Expenses,44.27709677,5/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00002-01-509005
,DE,GER-004-01,FALSE,REEF Europe,509005,,,L1 Expenses,44.27709677,5/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00002-01-509005
,US,DEN-002-01,FALSE,Kitchens (US),511005,,,L1 Expenses,1.277419355,5/1/2024,DEN-002-EK01-US25-511005-11
,DE,GER-004-01,FALSE,REEF Europe,509005,,,L1 Expenses,44.27709677,5/1/2024,DE-M25864-DE-XX-RE-1000001-KI-1000983-DE10-D00002-01-509005
La Perla,US,MIA-007-02,TRUE,Kitchens (US),511005,,,L1 Expenses,12.67516129,5/1/2024,MIA-007-EK02-US23-511005-11
Pinky,US,GBY-001-01,TRUE,Kitchens (US),511005,,,L1 Expenses,-5.447096774,5/1/2024,GBY-001-EK01-US20-511005-11
After Eats,US,BAL-041-01,TRUE,Kitchens (US),511005,,,L1 Expenses,12.09870968,5/1/2024,BAL-041-BK01-US21-511005-31
La Perla,US,MIA-007-02,TRUE,Kitchens (US),511005,,,L1 Expenses,84.09903226,5/1/2024,MIA-007-EK02-US23-511005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),511005,,,L1 Expenses,180.373871,5/1/2024,MIA-009-EK07-US23-511005-11
Athena,US,MIA-112-01,TRUE,Kitchens (US),511005,,,L1 Expenses,7.754516129,5/1/2024,MIA-112-EK01-US23-511005-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),511005,,,L1 Expenses,26.45419355,5/1/2024,MIA-028-EK01-US23-511005-11
Stacey,US,MIA-049-01,TRUE,Kitchens (US),511005,,,L1 Expenses,67.62129032,5/1/2024,MIA-049-EK01-US23-511005-11
,US,MIN-030-01,FALSE,Kitchens (US),511005,,,L1 Expenses,-16.98,5/1/2024,MIN-030-EK01-US26-511005-11
,US,MIA-037-04,FALSE,Kitchens (US),511005,,,L1 Expenses,48.57451613,5/1/2024,MIA-037-EK04-US23-511005-11
Tasty's,US,MIA-107-01,TRUE,Kitchens (US),511005,,,L1 Expenses,277.3874194,5/1/2024,MIA-107-HK01-US23-511005-32
Newell Ltd,GB,LDN-146-01,TRUE,REEF UK,537230,,,L3 Expenses,64.29419355,5/1/2024,GB-M25861-GB-XX-RE-1497196-KI-1001190-GB11-D00002-01-537230
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),507005,,,L1 Expenses,10.61774194,5/1/2024,TOR-018-EK01-CA22-507005-55
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,70.13225806,5/1/2024,TOR-018-EK01-CA22-511005-11
,ES,CEPSASA,FALSE,REEF Europe,611005,,,L4 Expenses,69.99032258,5/1/2024,ES-M25910-ES-XX-RE-2162602-KI-1002212-ES10-D00017-01-611005
PNK International,GB,BIR-002-01,TRUE,REEF UK,507010,,,L1 Expenses,8.314516129,5/1/2024,GB-M25876-GB-XX-RE-1529223-KI-1001061-GB11-D00019-07-507010
,GB,FC-1001219,FALSE,REEF UK,610005,,,L4 Expenses,360.5593548,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001219-GB12-D00015-03-610005
,GB,FC-1001219,FALSE,REEF UK,610005,,,L4 Expenses,354.1664516,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001219-GB12-D00015-03-610005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,509005,,,L1 Expenses,150.4593548,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00002-01-509005
Times Square Burger Co,GB,MAN-046-01,TRUE,REEF UK,509005,,,L1 Expenses,46.0816129,5/1/2024,GB-M00010-GB-XX-RE-2157393-KI-1002211-GB11-D00002-01-509005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,515005,,,L1 Expenses,32.88322581,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-04-515005
Times Square Burger Co,GB,MAN-046-01,TRUE,REEF UK,515005,,,L1 Expenses,89.39580645,5/1/2024,GB-M00010-GB-XX-RE-2157393-KI-1002211-GB11-D00019-04-515005
,US,BAL-029-01,FALSE,Kitchens (US),520020,,,L2 Expenses,10.15645161,5/1/2024,BAL-029-EK01-US21-520020-11
,ES,CEPSASA,FALSE,REEF Europe,611005,,,L4 Expenses,70.01709677,5/1/2024,ES-M25910-ES-XX-RE-2162602-KI-1002212-ES10-D00017-01-611005
,CA,TOR-025-01,FALSE,Kitchens (CAN),519080,,,L1 Expenses,4.253225806,5/1/2024,TOR-025-EK01-CA22-519080-11
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,537020,,,L3 Expenses,91.38580645,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-537020
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-040-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-040-MF01-US20-537005-16
,US,NYC-006-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-006-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,36.43903226,5/1/2024,NYC-035-MF01-US20-537005-16
Tasty's,US,MIA-107-01,TRUE,Kitchens (US),502030,,,L1 Expenses,45.16129032,5/1/2024,MIA-107-HK01-US23-502030-32
,CA,OTT-004-02,FALSE,Kitchens (CAN),520020,,,L2 Expenses,3.657419355,5/1/2024,OTT-004-EK02-CA22-520020-11
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,509005,,,L1 Expenses,117.5645161,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00002-01-509005
Times Square Burger Co,GB,MAN-046-01,TRUE,REEF UK,509005,,,L1 Expenses,41.61612903,5/1/2024,GB-M00010-GB-XX-RE-2157393-KI-1002211-GB11-D00002-01-509005
Times Square Burger Co,GB,MAN-046-01,TRUE,REEF UK,515005,,,L1 Expenses,99.9883871,5/1/2024,GB-M00010-GB-XX-RE-2157393-KI-1002211-GB11-D00002-01-515005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,515005,,,L1 Expenses,33.95322581,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00002-01-515005
,GB,FC-1001186,FALSE,REEF UK,698010,,,L4 Expenses,5.116774194,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001186-GB11-D00002-01-698010
,GB,FC-1001108,FALSE,REEF UK,611005,,,L4 Expenses,82.27032258,5/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001108-GB11-D00015-05-611005
Stacey,US,MIA-049-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.807741935,5/1/2024,MIA-049-EK01-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,3.027096774,5/1/2024,MIA-037-EK04-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,4.101935484,5/1/2024,MIA-007-EK02-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.489677419,5/1/2024,MIA-007-EK02-US23-515030-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,4.979354839,5/1/2024,MIA-028-EK01-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.237419355,5/1/2024,MIA-007-EK02-US23-515030-11
Stacey,US,MIA-049-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.248387097,5/1/2024,MIA-049-EK01-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,2.445806452,5/1/2024,MIA-037-EK04-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.840645161,5/1/2024,MIA-007-EK02-US23-515030-11
,US,MIA-009-08,FALSE,Kitchens (US),515030,,,L1 Expenses,12.90322581,5/1/2024,MIA-009-EK08-US23-515030-11
PNK International,GB,BIR-002-01,TRUE,REEF UK,511005,,,L1 Expenses,74.92419355,5/1/2024,GB-M25876-GB-XX-RE-1529223-KI-1001061-GB11-D00019-07-511005
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.785806452,5/1/2024,MIA-009-EK07-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,2.752903226,5/1/2024,MIA-037-EK04-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.643225806,5/1/2024,MIA-009-EK07-US23-515030-11
Stacey,US,MIA-049-01,TRUE,Kitchens (US),515030,,,L1 Expenses,1.853548387,5/1/2024,MIA-049-EK01-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,3.948387097,5/1/2024,MIA-007-EK02-US23-515030-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,5.121935484,5/1/2024,MIA-028-EK01-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,3.334193548,5/1/2024,MIA-007-EK02-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.105806452,5/1/2024,MIA-009-EK07-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,2.511612903,5/1/2024,MIA-037-EK04-US23-515030-11
,US,MIA-009-06,FALSE,Kitchens (US),515030,,,L1 Expenses,1.491612903,5/1/2024,MIA-009-EK06-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,1.491612903,5/1/2024,MIA-009-EK07-US23-515030-11
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,173.5251613,5/1/2024,OTT-006-EK01-CA22-511005-11
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,94.67935484,5/1/2024,TOR-010-EK01-CA22-511005-11
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,511005,,,L1 Expenses,148.5767742,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-07-511005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,511005,,,L1 Expenses,231.2958065,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-07-511005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,511005,,,L1 Expenses,172.8487097,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-07-511005
Wall Street Ltd 1,GB,LIV-005-01,TRUE,REEF UK,511005,,,L1 Expenses,202.1829032,5/1/2024,GB-M00008-GB-XX-RE-1783925-KI-1002144-GB11-D00019-07-511005
,GB,LDN-263-01,FALSE,REEF UK,519025,,,L1 Expenses,4.652258065,5/1/2024,GB-M25861-GB-XX-RE-1528649-KI-1001314-GB11-D00019-07-519025
,GB,LDN-263-01,FALSE,REEF UK,519025,,,L1 Expenses,7.82483871,5/1/2024,GB-M25861-GB-XX-RE-1528649-KI-1001314-GB11-D00019-07-519025
,GB,LDN-263-01,FALSE,REEF UK,519025,,,L1 Expenses,0.636451613,5/1/2024,GB-M25861-GB-XX-RE-1528649-KI-1001314-GB11-D00019-07-519025
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,519025,,,L1 Expenses,4.652258065,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-519025
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,519025,,,L1 Expenses,7.82483871,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-519025
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,519025,,,L1 Expenses,0.636451613,5/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-519025
NLAA,US,MIA-028-01,TRUE,Kitchens (US),507010,,,L1 Expenses,17.74193548,5/1/2024,MIA-028-EK01-US23-507010-11
